Address,Balance_USDC,Basescan_Link
0xfd38C1E85EC5B20BBdd4aF39c4Be7e4D91e43561,540687.86938,https://basescan.org/address/0xfd38C1E85EC5B20BBdd4aF39c4Be7e4D91e43561
0x2d5663DDb22972f53A6FDaDEC0ec9Df9ccFe96A3,303201.70746,https://basescan.org/address/0x2d5663DDb22972f53A6FDaDEC0ec9Df9ccFe96A3
0xF8E2a29779d714f3382D49968999E16261dA458E,51127.180307,https://basescan.org/address/0xF8E2a29779d714f3382D49968999E16261dA458E
