Address,Asset,Balance,Category,Basescan_Link
0x07aE8551Be970cB1cCa11Dd7a11F47Ae82e70E67,WETH,464.7614456236046,Institutional/Whale,https://basescan.org/address/0x07aE8551Be970cB1cCa11Dd7a11F47Ae82e70E67
0x406073860818ECFB7dca0706A6BAC73Faa95bd3e,WETH,76.23008484210558,Institutional/Whale,https://basescan.org/address/0x406073860818ECFB7dca0706A6BAC73Faa95bd3e
